tool_name,neighbor_name,similarity,rank
getDatasetDetailsByAuthor,getLatestDatasets,0.511564,4
getDatasetDetailsByAuthor,getArticleByAuthor,0.506541,5
updateUserProfile,getDatasetDetails,0.762354,1
updateUserProfile,getDatasetDetailsByAuthor,0.756076,2
updateUserProfile,updateProviderInfo,0.512802,3
updateUserProfile,importDocumentData,0.47631,4
updateUserProfile,getProviderDetails,0.457158,5
searchQuotesByTopic,retrieveQuoteById,0.788644,1
searchQuotesByTopic,listQuotesByAuthor,0.774707,2
searchQuotesByTopic,getQuotesWithPagination,0.769904,3
searchQuotesByTopic,getQuotesByAuthor,0.708447,4
searchQuotesByTopic,searchQuote,0.663349,5
retrieveQuoteById,listQuotesByAuthor,0.844948,1
retrieveQuoteById,searchQuotesByTopic,0.788644,2
retrieveQuoteById,getQuotesWithPagination,0.773488,3
retrieveQuoteById,getQuotesByAuthor,0.746928,4
retrieveQuoteById,updateQuote,0.713418,5
listQuotesByAuthor,retrieveQuoteById,0.844948,1
listQuotesByAuthor,getQuotesByAuthor,0.832817,2
listQuotesByAuthor,getQuotesWithPagination,0.782355,3
listQuotesByAuthor,searchQuotesByTopic,0.774707,4
listQuotesByAuthor,addQuote,0.703057,5
getQuotesWithPagination,listQuotesByAuthor,0.782355,1
getQuotesWithPagination,retrieveQuoteById,0.773488,2
getQuotesWithPagination,searchQuotesByTopic,0.769904,3
getQuotesWithPagination,getQuotesByAuthor,0.756356,4
getQuotesWithPagination,getQuotesByTag,0.618779,5
getChapterLocations,searchChapters,0.811033,1
getChapterLocations,getChapterDetails,0.805359,2
getChapterLocations,getLocationDetails,0.551599,3
getChapterLocations,searchLocations,0.528558,4
getChapterLocations,searchLocation,0.521234,5
searchChapters,getChapterLocations,0.811033,1
searchChapters,getChapterDetails,0.683301,2
searchChapters,searchHosts,0.581701,3
searchChapters,searchArticlesByCountry,0.580953,4
searchChapters,searchLocations,0.566634,5
getChapterDetails,getChapterLocations,0.805359,1
getChapterDetails,searchChapters,0.683301,2
getChapterDetails,getShowDetail,0.534042,3
getChapterDetails,getActivitiesByCategory,0.500352,4
getChapterDetails,getAchievements,0.493221,5
searchFoodItems,retrieveMenuItems,0.819728,1
searchFoodItems,createNutritionCalculator,0.796219,2
searchFoodItems,trackPhysicalActivity,0.743814,3
searchFoodItems,searchTacos,0.580875,4
searchFoodItems,getRecipes,0.532457,5
createNutritionCalculator,trackPhysicalActivity,0.859143,1
createNutritionCalculator,retrieveMenuItems,0.819306,2
createNutritionCalculator,searchFoodItems,0.796219,3
createNutritionCalculator,getFishNutritionInfo,0.541022,4
createNutritionCalculator,addProduct,0.516748,5
retrieveMenuItems,searchFoodItems,0.819728,1
retrieveMenuItems,createNutritionCalculator,0.819306,2
retrieveMenuItems,trackPhysicalActivity,0.793877,3
retrieveMenuItems,RetrieveFoodProductDetails,0.555872,4
retrieveMenuItems,addProduct,0.542035,5
trackPhysicalActivity,createNutritionCalculator,0.859143,1
trackPhysicalActivity,retrieveMenuItems,0.793877,2
trackPhysicalActivity,searchFoodItems,0.743814,3
trackPhysicalActivity,getFishNutritionInfo,0.48796,4
trackPhysicalActivity,addProduct,0.448604,5
getExchangeTrends,RetrieveExchangeRate,0.840292,1
getExchangeTrends,getAllExchangeRates,0.783047,2
getExchangeTrends,getHistoricalRates,0.779739,3
getExchangeTrends,getExchangeRate,0.777058,4
getExchangeTrends,getLatestRates,0.775124,5
RetrieveExchangeRate,getExchangeRate,0.894993,1
RetrieveExchangeRate,getExchangeTrends,0.840292,2
RetrieveExchangeRate,getHistoricalRates,0.828145,3
RetrieveExchangeRate,getAllExchangeRates,0.767189,4
RetrieveExchangeRate,getLatestRates,0.760024,5
searchPatents,getPatentStatus,0.819974,1
searchPatents,retrieveDocuments,0.799909,2
searchPatents,searchTenders,0.553751,3
searchPatents,searchComponents,0.532102,4
searchPatents,getTechnicalDocs,0.513962,5
getPatentStatus,retrieveDocuments,0.837116,1
getPatentStatus,searchPatents,0.819974,2
getPatentStatus,retrieveCompanyInfo,0.519098,3
getPatentStatus,getTaxInfo,0.49531,4
getPatentStatus,trackJobApplication,0.45894,5
retrieveDocuments,getPatentStatus,0.837116,1
retrieveDocuments,searchPatents,0.799909,2
retrieveDocuments,GetArticleMetadata,0.507841,3
retrieveDocuments,getFullText,0.493229,4
retrieveDocuments,RetrieveArXivArticleMetadata,0.482782,5
withdrawFunds,executeQuery,0.779185,1
withdrawFunds,GetTransactionHistory,0.578532,2
withdrawFunds,getTradingSignals,0.537667,3
withdrawFunds,marginTrade,0.537241,4
withdrawFunds,filterAndSortCrypto,0.534855,5
executeQuery,withdrawFunds,0.779185,1
executeQuery,GetTransactionHistory,0.549183,2
executeQuery,getHistoricalCryptoData,0.546627,3
executeQuery,filterAndSortCrypto,0.536004,4
executeQuery,createOrder,0.524903,5
createMod,updateMod,0.926956,1
createMod,getMods,0.894673,2
createMod,deleteMod,0.882586,3
createMod,reportMod,0.853245,4
createMod,generateParagraphsWithOptions,0.348752,5
getMods,createMod,0.894673,1
getMods,updateMod,0.828505,2
getMods,reportMod,0.79799,3
getMods,deleteMod,0.794583,4
getMods,getQuestsByPlayer,0.403323,5
updateMod,createMod,0.926956,1
updateMod,deleteMod,0.869969,2
updateMod,getMods,0.828505,3
updateMod,reportMod,0.823881,4
updateMod,updateProviderInfo,0.319702,5
deleteMod,createMod,0.882586,1
deleteMod,updateMod,0.869969,2
deleteMod,reportMod,0.817993,3
deleteMod,getMods,0.794583,4
deleteMod,deleteOrder,0.344442,5
reportMod,createMod,0.853245,1
reportMod,updateMod,0.823881,2
reportMod,deleteMod,0.817993,3
reportMod,getMods,0.79799,4
reportMod,getMCUFilmDetails,0.307988,5
getGameStats,getAchievements,0.903356,1
getGameStats,manageInventory,0.863262,2
getGameStats,getLeaderboards,0.803542,3
getGameStats,getGameScorecard,0.52301,4
getGameStats,getItemDetails,0.518315,5
manageInventory,getAchievements,0.898113,1
manageInventory,getGameStats,0.863262,2
manageInventory,getLeaderboards,0.768232,3
manageInventory,getItemDetails,0.55833,4
manageInventory,getQuestsByPlayer,0.518604,5
getAchievements,getGameStats,0.903356,1
getAchievements,manageInventory,0.898113,2
getAchievements,getLeaderboards,0.792064,3
getAchievements,getItemDetails,0.557307,4
getAchievements,getAchievementsInfo,0.556598,5
getLeaderboards,getGameStats,0.803542,1
getLeaderboards,getAchievements,0.792064,2
getLeaderboards,manageInventory,0.768232,3
getLeaderboards,getQuestsByPlayer,0.522263,4
getLeaderboards,getPlayerInfo,0.495357,5
getGreeting,getGreetingByIP,0.92471,1
getGreeting,getGreetingWithFormat,0.919522,2
getGreeting,getSupportedLanguages,0.881076,3
getGreeting,getCountryByIP,0.660308,4
getGreeting,getCountryDetails,0.647619,5
getGreetingByIP,getGreeting,0.92471,1
getGreetingByIP,getGreetingWithFormat,0.859224,2
getGreetingByIP,getSupportedLanguages,0.831799,3
getGreetingByIP,getLocationByIP,0.703904,4
getGreetingByIP,getCountryByIP,0.673699,5
getSupportedLanguages,getGreeting,0.881076,1
getSupportedLanguages,getGreetingWithFormat,0.831917,2
getSupportedLanguages,getGreetingByIP,0.831799,3
getSupportedLanguages,getCountryDetails,0.643037,4
getSupportedLanguages,getCountryByIP,0.639284,5
getGreetingWithFormat,getGreeting,0.919522,1
getGreetingWithFormat,getGreetingByIP,0.859224,2
getGreetingWithFormat,getSupportedLanguages,0.831917,3
getGreetingWithFormat,enhanceIPData,0.61685,4
getGreetingWithFormat,getGeoLocation,0.602706,5
extractClinicalMentions,convertToStructuredData,0.881791,1
extractClinicalMentions,getClinicalOntology,0.78841,2
extractClinicalMentions,analyzeSentiment,0.477943,3
extractClinicalMentions,extractEntities,0.462505,4
extractClinicalMentions,searchProviders,0.430092,5
getClinicalOntology,extractClinicalMentions,0.78841,1
getClinicalOntology,convertToStructuredData,0.759405,2
getClinicalOntology,getSynonymsAntonyms,0.44127,3
getClinicalOntology,getSynonyms,0.406769,4
getClinicalOntology,classifyText,0.389515,5
convertToStructuredData,extractClinicalMentions,0.881791,1
convertToStructuredData,getClinicalOntology,0.759405,2
convertToStructuredData,accessDataFormats,0.468323,3
convertToStructuredData,extractEntities,0.449266,4
convertToStructuredData,refineDataset,0.426597,5
updateSettings,validateEmailAddresses,0.792813,1
updateSettings,manageUsers,0.786058,2
updateSettings,sendEmail,0.763086,3
updateSettings,manageCollection,0.737009,4
updateSettings,createEmailTemplate,0.715374,5
manageCollection,manageUsers,0.787482,1
manageCollection,setPermissions,0.76339,2
manageCollection,validateEmailAddresses,0.748889,3
manageCollection,sendEmail,0.742611,4
manageCollection,updateSettings,0.737009,5
manageUsers,validateEmailAddresses,0.847902,1
manageUsers,sendEmail,0.844589,2
manageUsers,manageCollection,0.787482,3
manageUsers,updateSettings,0.786058,4
manageUsers,setPermissions,0.777537,5
setPermissions,manageUsers,0.777537,1
setPermissions,manageCollection,0.76339,2
setPermissions,sendEmail,0.652019,3
setPermissions,updateSettings,0.62458,4
setPermissions,getEmailStatistics,0.6245,5
sendEmail,validateEmailAddresses,0.893779,1
sendEmail,manageUsers,0.844589,2
sendEmail,createEmailTemplate,0.82555,3
sendEmail,updateSettings,0.763086,4
sendEmail,manageCollection,0.742611,5
createEmailTemplate,validateEmailAddresses,0.841742,1
createEmailTemplate,sendEmail,0.82555,2
createEmailTemplate,manageUsers,0.755158,3
createEmailTemplate,updateSettings,0.715374,4
createEmailTemplate,manageCollection,0.683956,5
getEmailStatistics,sendEmail,0.736053,1
getEmailStatistics,manageCollection,0.716922,2
getEmailStatistics,validateEmailAddresses,0.696856,3
getEmailStatistics,manageUsers,0.688503,4
getEmailStatistics,createEmailTemplate,0.659893,5
validateEmailAddresses,sendEmail,0.893779,1
validateEmailAddresses,manageUsers,0.847902,2
validateEmailAddresses,createEmailTemplate,0.841742,3
validateEmailAddresses,updateSettings,0.792813,4
validateEmailAddresses,manageCollection,0.748889,5
GetMusicTrackDetails,getTrackDetails,0.904232,1
GetMusicTrackDetails,retrieveArtistInfo,0.774581,2
GetMusicTrackDetails,getArtistMetadata,0.753063,3
GetMusicTrackDetails,getAlbumInfo,0.748825,4
GetMusicTrackDetails,getArtistInfo,0.735511,5
getIpLocation,getLocationByIP,0.757388,1
getIpLocation,getGeoLocation,0.697568,2
getIpLocation,getDetailedInfoByIP,0.67629,3
getIpLocation,getCoordinates,0.663001,4
getIpLocation,getRegionInfo,0.652112,5
getTrackInfo,createContent,0.792767,1
getTrackInfo,getTrackDetails,0.711613,2
getTrackInfo,GetMusicTrackDetails,0.70116,3
getTrackInfo,retrieveArtistInfo,0.63545,4
getTrackInfo,getAlbumInfo,0.603811,5
createContent,getTrackInfo,0.792767,1
createContent,authenticateSoundCloudUser,0.617366,2
createContent,GetMusicTrackDetails,0.492241,3
createContent,getTrackDetails,0.486953,4
createContent,streamAudioContent,0.451194,5
createDatabaseInstance,storeJsonData,0.834413,1
createDatabaseInstance,retrieveJsonData,0.77441,2
createDatabaseInstance,deleteJsonData,0.767668,3
createDatabaseInstance,updateJsonData,0.764668,4
createDatabaseInstance,getStockData,0.427615,5
storeJsonData,retrieveJsonData,0.935349,1
storeJsonData,updateJsonData,0.912134,2
storeJsonData,deleteJsonData,0.886149,3
storeJsonData,createDatabaseInstance,0.834413,4
storeJsonData,accessDataInJSON,0.542104,5
retrieveJsonData,storeJsonData,0.935349,1
retrieveJsonData,updateJsonData,0.911481,2
retrieveJsonData,deleteJsonData,0.892525,3
retrieveJsonData,createDatabaseInstance,0.77441,4
retrieveJsonData,accessDataInJSON,0.562656,5
updateJsonData,storeJsonData,0.912134,1
updateJsonData,retrieveJsonData,0.911481,2
updateJsonData,deleteJsonData,0.873696,3
updateJsonData,createDatabaseInstance,0.764668,4
updateJsonData,accessDataInJSON,0.508834,5
deleteJsonData,retrieveJsonData,0.892525,1
deleteJsonData,storeJsonData,0.886149,2
deleteJsonData,updateJsonData,0.873696,3
deleteJsonData,createDatabaseInstance,0.767668,4
deleteJsonData,accessDataInJSON,0.487026,5
getCompanyInfo,getCompanyJob,0.960437,1
getCompanyInfo,getJobDetailsById,0.871842,2
getCompanyInfo,getCompanyProfile,0.643866,3
getCompanyInfo,retrieveCompanyInfo,0.58859,4
getCompanyInfo,searchJobsInEuropeAndRemote,0.579908,5
getCompanyJob,getCompanyInfo,0.960437,1
getCompanyJob,getJobDetailsById,0.92602,2
getCompanyJob,getCompanyProfile,0.611202,3
getCompanyJob,getJobDetails,0.607014,4
getCompanyJob,searchJobsInEuropeAndRemote,0.590937,5
getJobDetailsById,getCompanyJob,0.92602,1
getJobDetailsById,getCompanyInfo,0.871842,2
getJobDetailsById,getJobDetails,0.689621,3
getJobDetailsById,trackJobApplication,0.643179,4
getJobDetailsById,getCompanyProfile,0.603529,5
getDatasetsByTopic,accessDataFormats,0.774596,1
getDatasetsByTopic,filterDatasets,0.758714,2
getDatasetsByTopic,getLatestDatasets,0.618259,3
getDatasetsByTopic,getDatasetMetadata,0.607877,4
getDatasetsByTopic,getLatestUpdates,0.587664,5
filterDatasets,accessDataFormats,0.769346,1
filterDatasets,getDatasetsByTopic,0.758714,2
filterDatasets,searchGovernmentData,0.660937,3
filterDatasets,SearchGermanGovDatasets,0.615881,4
filterDatasets,searchTimeSeries,0.609164,5
accessDataFormats,getDatasetsByTopic,0.774596,1
accessDataFormats,filterDatasets,0.769346,2
accessDataFormats,accessDataInJSON,0.657472,3
accessDataFormats,getDatasetMetadata,0.654561,4
accessDataFormats,getLatestDatasets,0.6082,5
getRealTimeArrivals,getDelayInfo,0.868927,1
getRealTimeArrivals,buyTicket,0.792791,2
getRealTimeArrivals,getStaticTimetable,0.766366,3
getRealTimeArrivals,getIntegratedTransportInfo,0.757555,4
getRealTimeArrivals,getMapBasedStations,0.67664,5
getDelayInfo,getRealTimeArrivals,0.868927,1
getDelayInfo,buyTicket,0.792395,2
getDelayInfo,getStaticTimetable,0.745397,3
getDelayInfo,getIntegratedTransportInfo,0.740515,4
getDelayInfo,getMapBasedStations,0.679347,5
buyTicket,getRealTimeArrivals,0.792791,1
buyTicket,getDelayInfo,0.792395,2
buyTicket,getStaticTimetable,0.735296,3
buyTicket,getIntegratedTransportInfo,0.726807,4
buyTicket,getMapBasedStations,0.683579,5
getStaticTimetable,getRealTimeArrivals,0.766366,1
getStaticTimetable,getIntegratedTransportInfo,0.754871,2
getStaticTimetable,getDelayInfo,0.745397,3
getStaticTimetable,buyTicket,0.735296,4
getStaticTimetable,getMapBasedStations,0.655958,5
getMapBasedStations,getIntegratedTransportInfo,0.76083,1
getMapBasedStations,buyTicket,0.683579,2
getMapBasedStations,getDelayInfo,0.679347,3
getMapBasedStations,getRealTimeArrivals,0.67664,4
getMapBasedStations,getStaticTimetable,0.655958,5
getIntegratedTransportInfo,getMapBasedStations,0.76083,1
getIntegratedTransportInfo,getRealTimeArrivals,0.757555,2
getIntegratedTransportInfo,getStaticTimetable,0.754871,3
getIntegratedTransportInfo,getDelayInfo,0.740515,4
getIntegratedTransportInfo,buyTicket,0.726807,5
createTypingSVG,updateTypingSVG,0.871123,1
createTypingSVG,setTypingAnimation,0.859104,2
createTypingSVG,getTypingSVGStatus,0.763136,3
createTypingSVG,customizeDeletionAnimation,0.679795,4
createTypingSVG,generateTextByWords,0.527083,5
setTypingAnimation,createTypingSVG,0.859104,1
setTypingAnimation,customizeDeletionAnimation,0.773275,2
setTypingAnimation,updateTypingSVG,0.768307,3
setTypingAnimation,getTypingSVGStatus,0.72399,4
setTypingAnimation,generateTextByWords,0.415398,5
customizeDeletionAnimation,setTypingAnimation,0.773275,1
customizeDeletionAnimation,createTypingSVG,0.679795,2
customizeDeletionAnimation,updateTypingSVG,0.592807,3
customizeDeletionAnimation,getTypingSVGStatus,0.516929,4
customizeDeletionAnimation,getMCUMovieCountdown,0.420353,5
getTypingSVGStatus,updateTypingSVG,0.793825,1
getTypingSVGStatus,createTypingSVG,0.763136,2
getTypingSVGStatus,setTypingAnimation,0.72399,3
getTypingSVGStatus,customizeDeletionAnimation,0.516929,4
getTypingSVGStatus,getMCUMovieCountdown,0.413412,5
updateTypingSVG,createTypingSVG,0.871123,1
updateTypingSVG,getTypingSVGStatus,0.793825,2
updateTypingSVG,setTypingAnimation,0.768307,3
updateTypingSVG,customizeDeletionAnimation,0.592807,4
updateTypingSVG,generateParagraphsWithOptions,0.434399,5
getCurrentWeather,getLocationWeatherDetails,0.924944,1
getCurrentWeather,getForecast,0.838864,2
getCurrentWeather,getGeolocationData,0.784654,3
getCurrentWeather,getHistoricalWeather,0.753878,4
getCurrentWeather,getRealTimeWeather,0.748764,5
getForecast,getLocationWeatherDetails,0.861984,1
getForecast,getCurrentWeather,0.838864,2
getForecast,getCityForecast,0.738487,3
getForecast,getForecastData,0.716427,4
getForecast,getRealTimeWeather,0.702051,5
getLocationWeatherDetails,getCurrentWeather,0.924944,1
getLocationWeatherDetails,getForecast,0.861984,2
getLocationWeatherDetails,getHistoricalWeather,0.755398,3
getLocationWeatherDetails,getGeolocationData,0.752526,4
getLocationWeatherDetails,getRealtimeCity,0.716089,5
searchLocations,getLocationInfo,0.823977,1
searchLocations,searchStore,0.788352,2
searchLocations,runCode,0.761885,3
searchLocations,computeDistance,0.742467,4
searchLocations,getGlobalData,0.739237,5
searchStore,searcCoupon,0.857938,1
searchStore,getLocationInfo,0.830141,2
searchStore,runCode,0.798261,3
searchStore,computeDistance,0.788642,4
searchStore,searchLocations,0.788352,5
searcCoupon,searchStore,0.857938,1
searcCoupon,runCode,0.785658,2
searcCoupon,getLocationInfo,0.781321,3
searcCoupon,computeDistance,0.781264,4
searcCoupon,compileCode,0.774144,5
computeDistance,runCode,0.830884,1
computeDistance,getLocationInfo,0.804596,2
computeDistance,searchStore,0.788642,3
computeDistance,searcCoupon,0.781264,4
computeDistance,compileCode,0.780664,5
getLocationInfo,searchStore,0.830141,1
getLocationInfo,searchLocations,0.823977,2
getLocationInfo,computeDistance,0.804596,3
getLocationInfo,runCode,0.795409,4
getLocationInfo,debugCode,0.788663,5
getGlobalData,retrieveHistoricalWeather,0.796076,1
getGlobalData,getLocationInfo,0.752961,2
getGlobalData,searchLocations,0.739237,3
getGlobalData,searchStore,0.701288,4
getGlobalData,runCode,0.696007,5
compileCode,runCode,0.915578,1
compileCode,debugCode,0.872117,2
compileCode,shareCodeSnippet,0.844666,3
compileCode,getSyntaxHighlighting,0.838692,4
compileCode,computeDistance,0.780664,5
debugCode,compileCode,0.872117,1
debugCode,runCode,0.865854,2
debugCode,getSyntaxHighlighting,0.814189,3
debugCode,shareCodeSnippet,0.805361,4
debugCode,getLocationInfo,0.788663,5
getSyntaxHighlighting,compileCode,0.838692,1
getSyntaxHighlighting,runCode,0.829978,2
getSyntaxHighlighting,debugCode,0.814189,3
getSyntaxHighlighting,shareCodeSnippet,0.803283,4
getSyntaxHighlighting,searchStore,0.753953,5
runCode,compileCode,0.915578,1
runCode,debugCode,0.865854,2
runCode,shareCodeSnippet,0.84922,3
runCode,computeDistance,0.830884,4
runCode,getSyntaxHighlighting,0.829978,5
shareCodeSnippet,runCode,0.84922,1
shareCodeSnippet,compileCode,0.844666,2
shareCodeSnippet,debugCode,0.805361,3
shareCodeSnippet,getSyntaxHighlighting,0.803283,4
shareCodeSnippet,computeDistance,0.757656,5
retrieveHistoricalWeather,getGlobalData,0.796076,1
retrieveHistoricalWeather,getLocationInfo,0.786558,2
retrieveHistoricalWeather,searchStore,0.766121,3
retrieveHistoricalWeather,searcCoupon,0.756701,4
retrieveHistoricalWeather,searchLocations,0.727796,5
generateTextByWords,generateTextBySentences,0.93181,1
generateTextByWords,generateParagraphsWithOptions,0.813126,2
generateTextByWords,createTypingSVG,0.527083,3
generateTextByWords,summarizeText,0.507679,4
generateTextByWords,generateImage,0.491751,5
generateTextBySentences,generateTextByWords,0.93181,1
generateTextBySentences,generateParagraphsWithOptions,0.826892,2
generateTextBySentences,generateImage,0.531419,3
generateTextBySentences,summarizeText,0.516215,4
generateTextBySentences,getRandomQuotesByCount,0.491505,5
generateParagraphsWithOptions,generateTextBySentences,0.826892,1
generateParagraphsWithOptions,generateTextByWords,0.813126,2
generateParagraphsWithOptions,generateImage,0.585068,3
generateParagraphsWithOptions,searchQuote,0.500912,4
generateParagraphsWithOptions,createTypingSVG,0.496513,5
getMLBPlayerStats,getPlayerStats,0.863078,1
getMLBPlayerStats,getPlayerInfo,0.796469,2
getMLBPlayerStats,getCurrentPlayerRoster,0.779324,3
getMLBPlayerStats,getGameScorecard,0.750952,4
getMLBPlayerStats,getRank,0.748096,5
getTechnicalIndicators,getTradingSignals,0.8672,1
getTechnicalIndicators,createOrder,0.671851,2
getTechnicalIndicators,getMarketData,0.652414,3
getTechnicalIndicators,getRealTimeCryptoData,0.643189,4
getTechnicalIndicators,getHistoricalCryptoData,0.626071,5
getTradingSignals,getTechnicalIndicators,0.8672,1
getTradingSignals,getMarketData,0.692774,2
getTradingSignals,getSupportedCurrencies,0.624259,3
getTradingSignals,createOrder,0.623178,4
getTradingSignals,getTradeHistory,0.607582,5
findPoemsByLine,searchPoemsByAuthor,0.778975,1
findPoemsByLine,retrievePoemsWithFilters,0.737056,2
findPoemsByLine,getPoemByTitle,0.7264,3
findPoemsByLine,getBrazilForecast,0.486048,4
findPoemsByLine,searchQuotesByTopic,0.461338,5
getPoemByTitle,searchPoemsByAuthor,0.743521,1
getPoemByTitle,findPoemsByLine,0.7264,2
getPoemByTitle,retrievePoemsWithFilters,0.706537,3
getPoemByTitle,getBrazilForecast,0.552319,4
getPoemByTitle,getCurrentWeather,0.516003,5
retrievePoemsWithFilters,findPoemsByLine,0.737056,1
retrievePoemsWithFilters,getPoemByTitle,0.706537,2
retrievePoemsWithFilters,searchPoemsByAuthor,0.686405,3
retrievePoemsWithFilters,getBrazilForecast,0.547989,4
retrievePoemsWithFilters,analyzeSentiment,0.523752,5
searchPoemsByAuthor,findPoemsByLine,0.778975,1
searchPoemsByAuthor,getPoemByTitle,0.743521,2
searchPoemsByAuthor,retrievePoemsWithFilters,0.686405,3
searchPoemsByAuthor,searchArtists,0.551288,4
searchPoemsByAuthor,searchQuotesByTopic,0.535706,5
getBrazilForecast,getForecast,0.665563,1
getBrazilForecast,getRealTimeWeather,0.664979,2
getBrazilForecast,getRealtimeWeather,0.617037,3
getBrazilForecast,getClimatePatterns,0.616068,4
getBrazilForecast,getForecastData,0.614209,5
searchArtists,retrieveArtistWorks,0.82421,1
searchArtists,searchWorks,0.746161,2
searchArtists,retrieveArtistInfo,0.603359,3
searchArtists,searchMusic,0.576193,4
searchArtists,searchAuthorsArticles,0.566764,5
searchWorks,searchArtists,0.746161,1
searchWorks,retrieveArtistWorks,0.6772,2
searchWorks,searchAuthorsArticles,0.610491,3
searchWorks,searchSongs,0.555806,4
searchWorks,searchMusic,0.552523,5
retrieveArtistWorks,searchArtists,0.82421,1
retrieveArtistWorks,searchWorks,0.6772,2
retrieveArtistWorks,retrieveArtistInfo,0.661244,3
retrieveArtistWorks,getArtistMetadata,0.618246,4
retrieveArtistWorks,getArtistInfo,0.541199,5
getStationInformation,RetrieveDutchStationInfo,0.948659,1
getStationInformation,checkTrainAvailability,0.853965,2
getStationInformation,getPlatformNumbers,0.849936,3
getStationInformation,getRealTimeTrainSchedule,0.831809,4
getStationInformation,getTransitStations,0.54791,5
getRealTimeTrainSchedule,checkTrainAvailability,0.852968,1
getRealTimeTrainSchedule,getStationInformation,0.831809,2
getRealTimeTrainSchedule,RetrieveDutchStationInfo,0.818068,3
getRealTimeTrainSchedule,getPlatformNumbers,0.767471,4
getRealTimeTrainSchedule,getRealTimeDeparture,0.703504,5
checkTrainAvailability,getStationInformation,0.853965,1
checkTrainAvailability,getRealTimeTrainSchedule,0.852968,2
checkTrainAvailability,RetrieveDutchStationInfo,0.839934,3
checkTrainAvailability,getPlatformNumbers,0.789577,4
checkTrainAvailability,getTrainDisruptions,0.620698,5
getPlatformNumbers,getStationInformation,0.849936,1
getPlatformNumbers,RetrieveDutchStationInfo,0.822138,2
getPlatformNumbers,checkTrainAvailability,0.789577,3
getPlatformNumbers,getRealTimeTrainSchedule,0.767471,4
getPlatformNumbers,getTransitStations,0.580822,5
RetrieveDutchStationInfo,getStationInformation,0.948659,1
RetrieveDutchStationInfo,checkTrainAvailability,0.839934,2
RetrieveDutchStationInfo,getPlatformNumbers,0.822138,3
RetrieveDutchStationInfo,getRealTimeTrainSchedule,0.818068,4
RetrieveDutchStationInfo,getTransportInfo,0.544123,5
getCountryByIP,getCountryDetails,0.848298,1
getCountryByIP,enhanceIPData,0.821554,2
getCountryByIP,getCountryFlag,0.770853,3
getCountryByIP,getCountryLanguageAndCurrency,0.7685,4
getCountryByIP,getLocationByIP,0.734194,5
enhanceIPData,getCountryByIP,0.821554,1
enhanceIPData,getCountryDetails,0.751454,2
enhanceIPData,getCountryFlag,0.672683,3
enhanceIPData,getLocationByIP,0.654475,4
enhanceIPData,getGreetingByIP,0.648556,5
integrateWithService,enhanceIPData,0.618778,1
integrateWithService,getCountryByIP,0.617268,2
integrateWithService,getCountryDetails,0.563966,3
integrateWithService,getCountryFlag,0.557189,4
integrateWithService,getSupportedLanguages,0.530226,5
getCountryFlag,getCountryDetails,0.831388,1
getCountryFlag,getCountryByIP,0.770853,2
getCountryFlag,getCountryLanguageAndCurrency,0.746967,3
getCountryFlag,enhanceIPData,0.672683,4
getCountryFlag,getLocationByIP,0.6353,5
getCountryLanguageAndCurrency,getCountryDetails,0.857437,1
getCountryLanguageAndCurrency,getCountryByIP,0.7685,2
getCountryLanguageAndCurrency,getCountryFlag,0.746967,3
getCountryLanguageAndCurrency,getLocationByIP,0.661992,4
getCountryLanguageAndCurrency,getCountryInfo,0.652796,5
getCountryDetails,getCountryLanguageAndCurrency,0.857437,1
getCountryDetails,getCountryByIP,0.848298,2
getCountryDetails,getCountryFlag,0.831388,3
getCountryDetails,enhanceIPData,0.751454,4
getCountryDetails,getCountryInfo,0.731742,5
createShortUrl,generateShortUrl,0.948384,1
createShortUrl,deleteShortUrl,0.856716,2
createShortUrl,getOriginalUrl,0.849864,3
createShortUrl,updateUrlExpiry,0.791227,4
createShortUrl,listShortUrls,0.779611,5
retrieveShortUrlData,getOriginalUrl,0.865457,1
retrieveShortUrlData,deleteShortUrl,0.861653,2
retrieveShortUrlData,listShortUrls,0.794058,3
retrieveShortUrlData,generateShortUrl,0.789714,4
retrieveShortUrlData,createShortUrl,0.774111,5
listShortUrls,generateShortUrl,0.814065,1
listShortUrls,deleteShortUrl,0.811889,2
listShortUrls,getOriginalUrl,0.80919,3
listShortUrls,retrieveShortUrlData,0.794058,4
listShortUrls,createShortUrl,0.779611,5
getOriginalUrl,deleteShortUrl,0.893002,1
getOriginalUrl,retrieveShortUrlData,0.865457,2
getOriginalUrl,generateShortUrl,0.863403,3
getOriginalUrl,createShortUrl,0.849864,4
getOriginalUrl,listShortUrls,0.80919,5
updateUrlExpiry,generateShortUrl,0.872213,1
updateUrlExpiry,deleteShortUrl,0.821844,2
updateUrlExpiry,getOriginalUrl,0.808933,3
updateUrlExpiry,createShortUrl,0.791227,4
updateUrlExpiry,listShortUrls,0.757413,5
deleteShortUrl,getOriginalUrl,0.893002,1
deleteShortUrl,generateShortUrl,0.871766,2
deleteShortUrl,retrieveShortUrlData,0.861653,3
deleteShortUrl,createShortUrl,0.856716,4
deleteShortUrl,updateUrlExpiry,0.821844,5
generateShortUrl,createShortUrl,0.948384,1
generateShortUrl,updateUrlExpiry,0.872213,2
generateShortUrl,deleteShortUrl,0.871766,3
generateShortUrl,getOriginalUrl,0.863403,4
generateShortUrl,listShortUrls,0.814065,5
authenticateSoundCloudUser,createContent,0.617366,1
